char,pinyin_main,strokes_modern,radical,structure,wubi
妙,miào,7,女,左右,vit
妞,niū,7,女,左右,vnf
妣,bǐ,7,女,左右,vxx
妤,yú,7,女,左右,vcbh
妥,tuǒ,7,女,上下,ev
妧,wàn,7,女,独体,vfqn
妨,fánɡ,7,女,左右,vy
妩,wǔ,7,女,左右,vfq
妪,yù,7,女,左右,vaq
妫,ɡuī,7,女,左右,vyl
姊,zǐ,7,女,左右,vtnt
姒,sì,7,女,左右,vny
媓,yín,7,女,独体,vrgg
孚,fú,7,子,上下,ebf
孛,bó,7,子,上下,fpbf
孜,zī,7,子,左右,bty
孝,xiào,7,子,上下,ftb
宋,sònɡ,7,宀,上下,psu
完,wán,7,宀,上下,pfq
宏,hónɡ,7,宀,上下,pdc
寿,shòu,7,寸,上下,dtf
尨,mánɡ,7,尢,包围,dnee
尬,ɡà,7,尢,包围,dnw
尾,wěi,7,尸,包围,ntf
尿,niào,7,尸,包围,nii
局,jú,7,尸,包围,nnk
屁,pì,7,尸,包围,nxx
层,cénɡ,7,尸,包围,nfc
岈,yá,7,山,左右,mah
岍,qiān,7,山,左右,mgah
岐,qí,7,山,左右,mfc
岑,cén,7,山,上下,mwyn
岔,chà,7,山,上下,wvmj
岖,qū,7,山,左右,maq
岗,ɡǎnɡ,7,山,上下,mmq
岘,xiàn,7,山,左右,mmqn
岙,ào,7,山,上下,tdm
岚,lán,7,山,上下,mmqu
岛,dǎo,7,山,上下,qynm
岜,bā,7,山,上下,mcb
岞,zuò,7,山,独体,mthf
崡,hán,7,山,独体,mbib
嵅,hán,7,山,独体,mdgt
巫,wū,7,工,包围,aww
希,xī,7,巾,上下,qdm
帏,wéi,7,巾,左右,mhf
帐,zhànɡ,7,巾,左右,mht
庇,bì,7,广,包围,yxx
床,chuánɡ,7,广,包围,ysi
庋,ɡuǐ,7,广,包围,yfc
序,xù,7,广,包围,ycb
庐,lú,7,广,包围,yyne
庑,wǔ,7,广,包围,yfq
库,kù,7,广,包围,ylk
应,yīnɡ,7,广,包围,yid
弃,qì,7,廾,上下,yca
弄,nònɡ,7,廾,上下,gaj
弟,dì,7,弓,独体,uxh
张,zhānɡ,7,弓,左右,xt
形,xínɡ,7,彡,左右,gae
彤,tónɡ,7,彡,左右,mye
彷,pánɡ,7,彳,左右,tyn
役,yì,7,彳,左右,tmc
彻,chè,7,彳,左右,tavn
忌,jì,7,心,上下,nnu
忍,rěn,7,心,上下,vynu
忐,tǎn,7,心,上下,hnu
忑,tè,7,心,上下,ghnu
忒,tuī,7,心,包围,ani
志,zhì,7,心,上下,fn
忘,wànɡ,7,心,上下,ynnu
忡,chōnɡ,7,忄,左右,nkh
忤,wǔ,7,忄,左右,ntfh
忧,yōu,7,忄,左右,ndn
忪,sōnɡ,7,忄,左右,nwc
快,kuài,7,忄,左右,nnw
忭,biàn,7,忄,左右,nyhy
忮,zhì,7,忄,左右,nfcy
忱,chén,7,忄,左右,np
忳,tún,7,忄,独体,ngbn
忸,niǔ,7,忄,左右,nnf
忻,xīn,7,忄,左右,nrh
忾,kài,7,忄,左右,nrn
怀,huái,7,忄,左右,ng
怃,wǔ,7,忄,左右,nfq
怄,òu,7,忄,左右,naq
怅,chànɡ,7,忄,左右,nta
怆,chuànɡ,7,忄,左右,nwb
恓,qī,7,忄,左右,nsg
恔,jiǎo,7,忄,独体,nuqy
我,wǒ,7,戈,左右,q
戒,jiè,7,戈,包围,aak
扅,yí,7,户,独体,ynqq
扭,niǔ,7,扌,左右,rnf
扮,bàn,7,扌,左右,rwv
扯,chě,7,扌,左右,rhg
扰,rǎo,7,扌,左右,rdn
扳,bān,7,扌,左右,rrc
扶,fú,7,扌,左右,rfw
批,pī,7,扌,左右,rx
扺,zhǐ,7,扌,独体,rqan
扼,è,7,扌,左右,rdb
扽,dèn,7,扌,独体,rgbn
找,zhǎo,7,扌,左右,ra
技,jì,7,扌,左右,rfc
抃,biàn,7,扌,左右,ryhy
抄,chāo,7,扌,左右,rit
抉,jué,7,扌,左右,rnwy
把,bǎ,7,扌,左右,rcn
抑,yì,7,扌,左右,rqb
抒,shū,7,扌,左右,rcb
抓,zhuā,7,扌,左右,rrhy
投,tóu,7,扌,左右,rmc
抖,dǒu,7,扌,左右,rufh
抗,kànɡ,7,扌,左右,rymn
折,shé,7,扌,左右,rr
抚,fǔ,7,扌,左右,rfq
抛,pāo,7,扌,左右,rvl
抟,tuán,7,扌,左右,rfn
抠,kōu,7,扌,左右,raq
抡,lún,7,扌,左右,rwx
抢,qiǎnɡ,7,扌,左右,rwb
护,hù,7,扌,左右,ryn
报,bào,7,扌,左右,rb
拒,jù,7,扌,左右,ran
拟,nǐ,7,扌,左右,rny
攸,yōu,7,攵,左右,whty
改,ɡǎi,7,攵,左右,nty
攻,ɡōnɡ,7,攵,左右,at
旰,ɡàn,7,日,左右,jfh
旱,hàn,7,日,上下,jfj
旴,xū,7,日,独体,jgfh
旵,chǎn,7,日,独体,jmj
时,shí,7,日,左右,jf
旷,kuànɡ,7,日,左右,jyt
旸,yáng,7,日,左右,jnrt
昫,yánɡ,7,日,左右,jqkg
晙,jùn,7,日,独体,jcwt
暲,zhānɡ,7,日,独体,jujh
更,ɡènɡ,7,曰,独体,gjq
杆,ɡǎn,7,木,左右,sfh
杈,chā,7,木,左右,scyy
杉,shān,7,木,左右,set
杌,wù,7,木,左右,sgqn
李,lǐ,7,木,上下,sb
杏,xìnɡ,7,木,上下,skf
材,cái,7,木,左右,sft
村,cūn,7,木,左右,sf
杓,sháo,7,木,左右,sqyy
杕,dì,7,木,独体,sdy
杖,zhànɡ,7,木,左右,sdy
杜,dù,7,木,左右,sfg
杞,qǐ,7,木,左右,snn
束,shù,7,木,上下,gki
杠,ɡànɡ,7,木,左右,sag
条,tiáo,7,木,上下,ts
来,lái,7,木,独体,go
杨,yánɡ,7,木,左右,sn
杩,mà,7,木,左右,scg
极,jí,7,木,左右,se
枍,yì,7,木,独体,swgn
栐,yǒnɡ,7,木,独体,syni
梾,lái,7,木,左右,sgoy
榈,lǘ,7,木,左右,suk
欤,yú,7,欠,左右,gngw
步,bù,7,止,上下,hi
歼,jiān,7,歹,左右,gqt
每,měi,7,母,上下,txg
毐,ǎi,7,毋,独体,fxdr
氙,xiān,7,气,包围,rnm
氚,chuān,7,气,包围,rnkj
求,qiú,7,水,独体,fiy
汞,ɡǒnɡ,7,水,上下,aiu
汧,qiān,7,氵,左右,igah
汨,mì,7,氵,左右,ijg
汩,ɡǔ,7,氵,左右,ijg
汪,wānɡ,7,氵,左右,ig
汫,jǐng,7,氵,独体,ifjh
汭,ruì,7,氵,独体,imwy
汰,tài,7,氵,左右,idy
汴,biàn,7,氵,左右,iyh
汶,wèn,7,氵,左右,iyy
汹,xiōnɡ,7,氵,左右,iqbh
汽,qì,7,氵,左右,irn
汾,fén,7,氵,左右,iwv
沁,qìn,7,氵,左右,in
沂,yí,7,氵,左右,irh
沃,wò,7,氵,左右,itdy
沄,yún,7,氵,独体,ifcy
沅,yuán,7,氵,左右,ifq
沆,hànɡ,7,氵,左右,iym
沇,yǎn,7,氵,左右,icqn
沈,shěn,7,氵,左右,ipq
沉,chén,7,氵,左右,ipm
沌,dùn,7,氵,左右,igb
沏,qī,7,氵,左右,iav
沐,mù,7,氵,左右,isy
沔,miǎn,7,氵,左右,igh
沙,shā,7,氵,左右,iit
沚,zhǐ,7,氵,独体,ihg
沛,pèi,7,氵,左右,igmh
沟,ɡōu,7,氵,左右,iqc
没,méi,7,氵,左右,im
沣,fēnɡ,7,氵,左右,idh
沤,ōu,7,氵,左右,iaq
沥,lì,7,氵,左右,idl
沦,lún,7,氵,左右,iwx
沧,cānɡ,7,氵,左右,iwb
沩,wéi,7,氵,左右,iyl
沪,hù,7,氵,左右,iyn
沺,tián,7,氵,独体,ilg
泇,yún,7,氵,独体,ilkg
泐,lè,7,氵,左右,ibl
泛,fàn,7,氵,左右,itp
洈,wéi,7,氵,独体,iqdb
洿,wū,7,氵,独体,idfn
丧,sànɡ,8,一,上下,fue
乖,ɡuāi,8,丿,独体,tfu
乳,rǔ,8,乙,左右,ebn
事,shì,8,亅,上下,gk
些,xiē,8,二,上下,hxf
亟,jí,8,二,独体,bkc
享,xiǎnɡ,8,亠,上下,ybf
京,jīnɡ,8,亠,上下,yiu
伈,lǐn,8,人,独体,wny
佩,pèi,8,亻,左右,wmg
佬,lǎo,8,亻,左右,wft
佯,yánɡ,8,亻,左右,wudh
佰,bǎi,8,亻,左右,wdj
佳,jiā,8,亻,左右,wffg
佴,èr,8,亻,左右,wbg
佶,jí,8,亻,左右,wfkg
佻,tiāo,8,亻,左右,wiq
佼,jiǎo,8,亻,左右,wuq
佽,cì,8,亻,左右,wuqw
佾,yì,8,亻,左右,wwe
使,shǐ,8,亻,左右,wgkq
侁,shēn,8,亻,独体,wtfq
侃,kǎn,8,亻,左右,wkq
侄,zhí,8,亻,左右,wgcf
侈,chǐ,8,亻,左右,wqq
侉,kuǎ,8,亻,左右,wdf
例,lì,8,亻,左右,wgq
侍,shì,8,亻,左右,wff
侏,zhū,8,亻,左右,wri
侑,yòu,8,亻,左右,wde
侔,móu,8,亻,左右,wcr
侗,dònɡ,8,亻,左右,wmgk
侘,chà,8,亻,独体,wpta
供,ɡònɡ,8,亻,左右,waw
依,yī,8,亻,左右,wye
侠,xiá,8,亻,左右,wgu
侣,lǚ,8,亻,左右,wkk
侥,yáo,8,亻,左右,watq
侦,zhēn,8,亻,左右,whm
侧,cè,8,亻,左右,wmj
侨,qiáo,8,亻,左右,wtd
侩,kuài,8,亻,左右,wwfc
侪,chái,8,亻,左右,wyj
侬,nónɡ,8,亻,左右,wp
侹,tǐng,8,人,独体,wtfp
俙,xī,8,人,独体,wqdh
傃,sù,8,人,独体,wgxi
兔,tù,8,儿,上下,qkqy
兖,yǎn,8,亠,上下,ucq
其,qí,8,八,独体,adw
具,jù,8,八,上下,hw
典,diǎn,8,八,上下,maw
冼,xiǎn,8,冫,左右,utf
冽,liè,8,冫,左右,ugq
净,jìnɡ,8,冫,左右,uqv
凭,pínɡ,8,几,上下,wtfm
凯,kǎi,8,几,左右,mnm
函,hán,8,凵,包围,bib
刮,ɡuā,8,刂,左右,tdjh
到,dào,8,刂,左右,gc
刳,kū,8,刂,左右,dfnj
制,zhì,8,刂,左右,rmhj
刷,shuā,8,刂,左右,nmh
券,quàn,8,刀,上下,udv
刹,shā,8,刂,左右,qsj
刺,cì,8,刂,左右,gmi
刻,kè,8,刂,左右,ynt
刽,ɡuì,8,刂,左右,wfcj
刿,ɡuì,8,刂,左右,mqjh
剀,kǎi,8,刂,左右,mnj
剁,duò,8,刂,左右,msj
剂,jì,8,刂,左右,yjjh
劾,hé,8,力,左右,yntl
势,shì,8,力,上下,rvyl
匦,ɡuǐ,8,匚,包围,alv
匼,kē,8,匸,独体,awgk
卑,bēi,8,十,上下,rtfj
卒,zú,8,十,上下,ywwf
卓,zhuó,8,十,上下,hjj
单,dān,8,十,上下,ujfj
卖,mài,8,十,上下,fnud
卦,ɡuà,8,卜,左右,ffhy
卧,wò,8,卜,左右,ahnh
卷,juàn,8,厄,上下,udbb
卺,jǐn,8,厄,上下,bigb
厕,cè,8,厂,包围,dmjk
叁,sān,8,厶,上下,cdd
参,cān,8,厶,上下,cd
叔,shū,8,又,左右,hic
叕,yǐ,8,又,上下,cccc
取,qǔ,8,又,左右,bc
受,shòu,8,又,上下,epc
变,biàn,8,又,上下,yo
呢,ne,8,口,左右,knx
呣,ḿ,8,口,左右,kxgu
呤,lìnɡ,8,口,左右,kwyc
呦,yōu,8,口,左右,kxl
周,zhōu,8,口,包围,mfk
呱,ɡuā,8,口,左右,krc
味,wèi,8,口,左右,kfi
呵,hē,8,口,左右,ksk
呶,náo,8,口,左右,kvc
呷,ɡā,8,口,左右,klh
呸,pēi,8,口,左右,kgi
呻,shēn,8,口,左右,kjh
呼,hū,8,口,左右,kt
命,mìnɡ,8,口,上下,wgkb
咀,jǔ,8,口,左右,keg
咂,zā,8,口,左右,kam
咄,duō,8,口,左右,kbm
咆,páo,8,口,左右,kqn
咋,zǎ,8,口,左右,kthf
和,hé,8,口,左右,t
咎,jiù,8,口,上下,thk
咏,yǒnɡ,8,口,左右,kyn
咐,fù,8,口,左右,kwf
咒,zhòu,8,口,上下,kkm
咔,kā,8,口,左右,khhy
咕,ɡū,8,口,左右,kdg
咖,kā,8,口,左右,klk
咙,lónɡ,8,口,左右,kdx
咚,dōnɡ,8,口,左右,ktuy
咛,nínɡ,8,口,左右,kps
咝,sī,8,口,左右,kxxg
哎,āi,8,口,左右,kaq
囹,línɡ,8,囗,包围,lwy
固,ɡù,8,囗,包围,ldd
国,ɡuó,8,囗,包围,l
图,tú,8,囗,包围,ltu
坡,pō,8,土,左右,fhc
坤,kūn,8,土,左右,fjhh
坦,tǎn,8,土,左右,fjg
坨,tuó,8,土,左右,fpxn
坩,ɡān,8,土,左右,fafg
坪,pínɡ,8,土,左右,fgu
坫,diàn,8,土,左右,fhkg
坭,ní,8,土,左右,fnx
坯,pī,8,土,左右,fgig
坳,ào,8,土,左右,fx
坷,kě,8,土,左右,fsk
坻,dǐ,8,土,左右,fqa
坼,chè,8,土,左右,fry
坽,línɡ,8,土,独体,fwyc
垂,chuí,8,土,独体,tga
垃,lā,8,土,左右,fug
垄,lǒnɡ,8,土,上下,dxf
垆,lú,8,土,左右,fhnt
垈,dài,8,土,独体,waff
垍,jī,8,土,独体,fthg
垟,yánɡ,8,土,左右,fudh
埪,kōnɡ,8,土,独体,fpwa
堉,yù,8,土,左右,fyce
备,bèi,8,夂,上下,tlf
夜,yè,8,夕,上下,ywt
奄,yǎn,8,大,上下,djn
奇,qí,8,大,上下,dskf
奈,nai,8,大,上下,dfi
奉,fènɡ,8,大,上下,dwf
奋,fèn,8,大,上下,dlf
奔,bēn,8,大,上下,dfa
妮,nī,8,女,左右,vnx
妯,zhóu,8,女,左右,vm
妲,dá,8,女,左右,vjg
妹,mèi,8,女,左右,vfi
妻,qī,8,女,上下,gv
妾,qiè,8,女,上下,uvf
姆,mǔ,8,女,左右,vx
姈,línɡ,8,女,左右,vwyc
始,shǐ,8,女,左右,vck
姐,jiě,8,女,左右,veg
姑,ɡū,8,女,左右,vd
姓,xìnɡ,8,女,左右,vtg
委,wěi,8,女,上下,tv
姗,shān,8,女,左右,vmm
姤,ɡòu,8,女,独体,vrgk
姽,wá,8,女,独体,vqdb
娵,jū,8,女,独体,vbcy
媖,yīnɡ,8,女,独体,vamd
嬥,diào,8,女,独体,vnwy
孟,mènɡ,8,子,上下,blf
孢,bāo,8,子,左右,bqn
季,jì,8,子,上下,tb
孤,ɡū,8,子,左右,br
孥,nú,8,子,上下,vcbf
学,xué,8,子,上下,ip
宓,mì,8,宀,上下,pntr
宕,dànɡ,8,宀,上下,pdf
宗,zōnɡ,8,宀,上下,pfi
官,ɡuān,8,宀,上下,pn
宙,zhòu,8,宀,上下,pm
定,dìnɡ,8,宀,上下,pg
宛,wǎn,8,宀,上下,pq
宜,yí,8,宀,上下,peg
宝,bǎo,8,宀,上下,pgy
实,shí,8,宀,上下,pu
宠,chǒnɡ,8,宀,上下,pdx
审,shěn,8,宀,上下,pj
尚,shànɡ,8,小,上下,imkf
居,jū,8,尸,包围,nd
屈,qū,8,尸,包围,nbm
屉,tì,8,尸,包围,nan
届,jiè,8,尸,包围,nm
岢,kě,8,山,上下,msk
岣,ɡǒu,8,山,左右,mqk
岨,qū,8,山,独体,megg
岩,yán,8,山,上下,mdf
岫,xiù,8,山,左右,mmg
岬,jiǎ,8,山,左右,mlh
岭,lǐnɡ,8,山,左右,mwyc
岱,dài,8,山,上下,wamj
岳,yuè,8,山,上下,rgm
岵,hù,8,山,左右,mdg
岷,mín,8,山,左右,mna
岸,àn,8,山,上下,mdfj
岽,dōnɡ,8,山,上下,mai
岿,kuī,8,山,上下,mjv
峁,mǎo,8,山,上下,mqt
峂,tóng,8,山,独体,mtuy
峃,xué,8,山,独体,ipmj
峄,yì,8,山,左右,mcf
峛,pí,8,山,独体,mgqj
崌,jū,8,山,独体,mndg
帑,tǎnɡ,8,巾,上下,vcm
帔,pèi,8,巾,左右,mhhc
帕,pà,8,巾,左右,mhr
帖,tiē,8,巾,左右,mhh
帘,lián,8,巾,上下,pwm
帙,zhì,8,巾,左右,mhrw
帚,zhǒu,8,巾,上下,vpm
帛,bó,8,巾,上下,rmh
帜,zhì,8,巾,左右,mhkw
幸,xìnɡ,8,干,上下,fuf
底,dǐ,8,广,包围,yqa
庖,páo,8,广,包围,yqn
店,diàn,8,广,包围,yhk
庙,miào,8,广,包围,ymd
庚,ɡēnɡ,8,广,包围,yvw
府,fǔ,8,广,包围,ywf
庞,pánɡ,8,广,包围,ydx
废,fèi,8,广,包围,ynty
庤,zhì,8,广,独体,yffi
建,jiàn,8,廴,包围,vfhp
弢,tāo,8,弓,左右,xbhc
弥,mí,8,弓,左右,xqi
弦,xián,8,弓,左右,xyx
弧,hú,8,弓,左右,xrc
弨,chāo,8,弓,独体,xvkg
弩,nǔ,8,弓,上下,vcx
弶,jiànɡ,8,弓,独体,xyiy
弸,pēnɡ,8,弓,独体,xeeg
录,lù,8,王,上下,vi
彼,bǐ,8,彳,左右,thc
往,wǎnɡ,8,彳,左右,tyg
征,zhēnɡ,8,彳,左右,tgh
徂,cú,8,彳,左右,tegg
径,jìnɡ,8,彳,左右,tca
忝,tiǎn,8,小,上下,gdn
忞,mín,8,心,上下,ynu
忠,zhōnɡ,8,心,上下,khn
念,niàn,8,心,上下,wynn
忽,hū,8,心,上下,qrn
忿,fèn,8,心,上下,wvnu
态,tài,8,心,上下,dyn
怂,sǒnɡ,8,心,上下,wwn
怊,chāo,8,忄,左右,nvk
怍,zuò,8,忄,左右,nth
怏,yànɡ,8,忄,左右,nmdy
怔,zhēnɡ,8,忄,左右,ngh
怕,pà,8,忄,左右,nr
怖,bù,8,忄,左右,ndm
怙,hù,8,忄,左右,ndg
怛,dá,8,忄,左右,njg
怜,lián,8,忄,左右,nwyc
怡,yí,8,忄,左右,nck
怦,pēnɡ,8,忄,左右,ngu
性,xìnɡ,8,忄,左右,ntg
怩,ní,8,忄,左右,nnx
怪,ɡuài,8,忄,左右,nc
怫,fú,8,忄,左右,nxj
怯,qiè,8,忄,左右,nfcy
怵,chù,8,忄,左右,ns
怿,yì,8,忄,左右,ncfh
戕,qiānɡ,8,戈,左右,nhda
或,huò,8,戈,包围,ak
戗,qiānɡ,8,戈,左右,wba
戽,hù,8,户,包围,ynu
戾,lì,8,户,包围,ynd
房,fánɡ,8,户,包围,yny
所,suǒ,8,户,左右,rn
承,chénɡ,8,手,独体,bd
抨,pēnɡ,8,扌,左右,rguh
披,pī,8,扌,左右,rhc
抬,tái,8,扌,左右,rck
抱,bào,8,扌,左右,rqn
抵,dǐ,8,扌,左右,rqa
抹,mò,8,扌,左右,rgs
抻,chēn,8,扌,左右,rjh
押,yā,8,扌,左右,rl
抽,chōu,8,扌,左右,rm
抿,mǐn,8,扌,左右,rna
拂,fú,8,扌,左右,rxjh
拃,zhǎ,8,扌,独体,rthf
拄,zhǔ,8,扌,左右,ryg
担,dān,8,扌,左右,rjg
拆,chāi,8,扌,左右,rry
拇,mǔ,8,扌,左右,rxg
拈,niān,8,扌,左右,rhkg
拉,lā,8,扌,左右,ru
拊,fǔ,8,扌,左右,rwf
拌,bàn,8,扌,左右,rufh
拍,pāi,8,扌,左右,rrg
拎,līn,8,扌,左右,rwyc
拐,ɡuǎi,8,扌,左右,rkl
拓,tuò,8,扌,左右,rd
拔,bá,8,扌,左右,rdc
拖,tuō,8,扌,左右,rtb
拗,niù,8,扌,左右,rxl
拘,jū,8,扌,左右,rqk
拙,zhuō,8,扌,左右,rbm
招,zhāo,8,扌,左右,rvk
拢,lǒnɡ,8,扌,左右,rdx
拣,jiǎn,8,扌,左右,ranw
拥,yōnɡ,8,扌,左右,reh
拦,lán,8,扌,左右,ruf
拧,nǐnɡ,8,扌,左右,rps
拨,bō,8,扌,左右,rnt
择,zé,8,扌,左右,rcf
挓,zhā,8,扌,独体,rpta
攽,bān,8,攵,独体,wvty
放,fànɡ,8,攵,左右,yt
斧,fǔ,8,斤,上下,wqr
斩,zhǎn,8,斤,左右,lr
於,yú,8,方,左右,ywu
旺,wànɡ,8,日,左右,jgg
旻,mín,8,日,上下,jyu
旿,wǔ,8,日,独体,jtfh
昀,yún,8,日,左右,jqu
昂,ánɡ,8,日,上下,jqb
昃,zè,8,日,上下,jdw
昄,bǎn,8,日,独体,jrcy
昆,kūn,8,日,上下,jx
昇,shēng,8,日,上下,jtaj
昈,hù,8,日,独体,jynt
昉,fǎng,8,日,左右,jyn
昊,hào,8,日,上下,jgd
昌,chānɡ,8,日,上下,jj
明,mínɡ,8,日,左右,je
昏,hūn,8,日,上下,qajf
昒,hū,8,日,独体,jqrt
易,yì,8,日,上下,jqr
昔,xī,8,日,上下,ajf
昕,xīn,8,日,左右,jrh
昙,tán,8,日,上下,jfcu
昣,zhěn,8,日,独体,jwet
昤,línɡ,8,日,独体,jwyc
昽,lónɡ,8,日,独体,jdxn
晊,zhì,8,日,独体,jgcf
朋,pénɡ,8,月,左右,ee
服,fú,8,月,左右,eb
杙,yīnɡ,8,木,独体,say
杪,miǎo,8,木,左右,sit
杭,hánɡ,8,木,左右,sym
杯,bēi,8,木,左右,sgi
杰,jié,8,木,上下,so
杲,ɡǎo,8,木,上下,jsu
杳,yǎo,8,木,上下,sjf
杵,chǔ,8,木,左右,stfh
杷,pá,8,木,左右,scn
杻,niǔ,8,木,独体,snfg
杼,zhù,8,木,左右,scb
松,sōnɡ,8,木,左右,swc
板,bǎn,8,木,左右,src
构,ɡòu,8,木,左右,sq
枇,pí,8,木,左右,sxxn
枉,wǎnɡ,8,木,左右,sgg
枋,fānɡ,8,木,左右,syn
析,xī,8,木,左右,sr
枕,zhěn,8,木,左右,spq
林,lín,8,木,左右,ss
枘,ruì,8,木,左右,smw
枚,méi,8,木,左右,sty
果,ɡuǒ,8,木,上下,js
枝,zhī,8,木,左右,sfc
枞,cōnɡ,8,木,左右,sww
枢,shū,8,木,左右,saq
枣,zǎo,8,木,上下,gmiu
枥,lì,8,木,左右,sdl
枧,jiǎn,8,木,左右,smqn
枨,chénɡ,8,木,左右,sta
枪,qiānɡ,8,木,左右,swb
枫,fēnɡ,8,木,左右,smq
枭,xiāo,8,木,上下,qyns
柜,ɡuì,8,木,左右,san
栴,zhān,8,木,左右,stmy
棻,fēn,8,木,上下,awvs
椀,wǎn,8,木,独体,spqb
榰,zhī,8,木,独体,sftj
欂,bó,8,木,独体,saif
欣,xīn,8,欠,左右,rqw
欧,ōu,8,欠,左右,aqq
武,wǔ,8,止,包围,gah
歧,qí,8,止,左右,hfc
殁,mò,8,歹,左右,gqmc
殴,ōu,8,殳,左右,aqm
氓,mánɡ,8,氏,左右,ynna
氛,fēn,8,气,包围,rnw
沓,tà,8,水,上下,ijf
沫,mò,8,氵,左右,igs
沭,shù,8,氵,左右,isyy
沮,jǔ,8,氵,左右,ieg
沱,tuó,8,氵,左右,ipx
河,hé,8,氵,左右,isk
沸,fèi,8,氵,左右,ixj
油,yóu,8,氵,左右,img
治,zhì,8,氵,左右,ick
沼,zhǎo,8,氵,左右,ivk
沽,ɡū,8,氵,左右,idg
沾,zhān,8,氵,左右,ihk
沿,yán,8,氵,左右,imk
泂,jiǒng,8,氵,独体,imkg
泄,xiè,8,氵,左右,iann
泅,qiú,8,氵,左右,ilw
泊,bó,8,氵,左右,ir
泌,mì,8,氵,左右,int
泓,hónɡ,8,氵,左右,ixc
泔,ɡān,8,氵,左右,iaf
法,fǎ,8,氵,左右,if
泖,mǎo,8,氵,左右,iqt
泗,sì,8,氵,左右,ilg
泙,pēnɡ,8,氵,左右,iguh
泜,zhī,8,氵,独体,iqay
泞,nìnɡ,8,氵,左右,ips
泠,línɡ,8,氵,左右,iwyc
泡,pào,8,氵,左右,iqn
波,bō,8,氵,左右,ihc
泣,qì,8,氵,左右,iug
泥,ní,8,氵,左右,inx
注,zhù,8,氵,左右,iy
泪,lèi,8,氵,左右,ihg
泫,xuàn,8,氵,左右,iyx
泮,pàn,8,氵,左右,iuf
泯,mǐn,8,氵,左右,ina
泱,yānɡ,8,氵,左右,imdy
泳,yǒnɡ,8,氵,左右,iyni
泷,lónɡ,8,氵,左右,idx
泸,lú,8,氵,左右,ihn
泺,luò,8,氵,左右,iqi
泻,xiè,8,氵,左右,ipgg
泼,pō,8,氵,左右,inty
泽,zé,8,氵,左右,icf
泾,jīnɡ,8,氵,左右,ica
洚,jiànɡ,8,氵,左右,ita
洢,yī,8,氵,独体,iwvt
洺,mínɡ,8,氵,左右,iqkg
浅,qiǎn,8,氵,左右,igt
涘,sì,8,氵,独体,ictd
临,lín,9,丨,左右,jty
举,jǔ,9,丶,上下,iwf
亭,tínɡ,9,亠,上下,yps
亮,liànɡ,9,亠,上下,ypm
亲,qīn,9,亠,上下,us
侮,wǔ,9,亻,左右,wtx
侯,hòu,9,亻,左右,wnt
侴,chǒu,9,人,独体,wgnj
侵,qīn,9,亻,左右,wvp
便,biàn,9,亻,左右,wgj
促,cù,9,亻,左右,wkh
俄,é,9,亻,左右,wtr
俅,qiú,9,亻,左右,wfiy
俊,jùn,9,亻,左右,wcw
俍,liáng,9,人,独体,wyve
俎,zǔ,9,人,左右,wweg
俏,qiào,9,亻,左右,wie
俐,lì,9,亻,左右,wtj
俑,yǒnɡ,9,亻,左右,wce
俗,sú,9,亻,左右,wwwk
俘,fú,9,亻,左右,web
俚,lǐ,9,亻,左右,wjf
俜,pīnɡ,9,亻,左右,wmgn
保,bǎo,9,亻,左右,wk
俞,yú,9,人,上下,wgej
俟,sì,9,亻,左右,wct
信,xìn,9,亻,左右,wy
俣,yǔ,9,亻,左右,wkg
俦,chóu,9,亻,左右,wdtf
俨,yǎn,9,亻,左右,wgo
俩,liǎnɡ,9,亻,左右,wgm
俪,lì,9,亻,左右,wgmy
俭,jiǎn,9,亻,左右,wwgi
修,xiū,9,亻,左右,wht
偡,zhàn,9,人,独体,wadn
傉,nù,9,人,独体,wdff
兹,zī,9,乺,上下,uxx
养,yǎnɡ,9,乺,上下,udyj
冒,mào,9,冂,上下,jhf
冠,ɡuàn,9,冖,上下,pfqf
剃,tì,9,刂,左右,uxhj
剅,dōu,9,刀,独体,gkuj
削,xuē,9,刂,左右,iej
剌,là,9,刂,左右,gkij
前,qián,9,刂,上下,ue
剐,ɡuǎ,9,刂,左右,kmwj
剑,jiàn,9,刂,左右,wgi
剕,fèi,9,刀,独体,djdj
剟,duō,9,刀,独体,cccj
勃,bó,9,力,左右,fpb
勇,yǒnɡ,9,力,上下,cel
勉,miǎn,9,力,包围,qkql
勋,xūn,9,力,左右,kml
匍,pú,9,勹,包围,qgey
南,nán,9,十,上下,fm
卸,xiè,9,卩,左右,rhb
厖,páng,9,厂,独体,ddne
厘,lí,9,厂,包围,djfd
厚,hòu,9,厂,包围,djb
厾,dū,9,厶,独体,nfci
叙,xù,9,又,左右,wtc
叚,jiǎ,9,又,左右,nhfc
叛,pàn,9,又,左右,udrc
叟,sǒu,9,又,上下,vh
呲,cī,9,口,左右,khxn
咍,tāi,9,口,独体,kckg
咣,ɡuānɡ,9,口,左右,kiq
咤,zhà,9,口,左右,kpta
咥,xì,9,口,左右,kgcf
咦,yí,9,口,左右,kgx
咧,liě,9,口,左右,kgq
咨,zī,9,口,上下,uqwk
咩,miē,9,口,左右,kud
咪,mī,9,口,左右,ko
咫,zhǐ,9,口,包围,nyk
咬,yǎo,9,口,左右,kuq
咯,ɡē,9,口,左右,ktk
咱,zán,9,口,左右,kth
咳,ké,9,口,左右,kynw
